ID,AdCount,AdId,State,AOI,TFF,FPG,SPG,RFX,SFX,ODT
1,32,337,FADING,COS,0,0,0,0,0,0
1,32,337,FADING,LOC,0,0,0,0,0,0
1,32,337,FADING,OBJ,0,0,0,0,0,0
1,32,337,FADING,ROM,0,0,0,0,0,0
1,32,337,FADING,SUR,0,0,0,0,0,0
1,32,337,FADING,FCT,0,0,0,0,0,0
1,32,337,FADING,FSD,0,0,0,0,0,0
1,32,337,FADING,COM,0,0,0,0,0,0
1,33,353,FADING,TIT,0,0,0,0,0,0
1,33,353,FADING,PIC,0,0,0,0,0,0
1,33,353,FADING,MPC,0,0,0,0,0,0
1,33,353,FADING,MPO,0,0,0,0,0,0
1,33,353,FADING,FAC,0,0,0,0,0,0
1,33,353,FADING,COS,0,0,0,0,0,0
1,33,353,FADING,LOC,0,0,0,0,0,0
1,33,353,FADING,OBJ,0,0,0,0,0,0
1,33,353,FADING,ROM,0,0,0,0,0,0
1,33,353,FADING,SUR,0,0,0,0,0,0
1,33,353,FADING,FCT,0,0,0,0,0,0
1,33,353,FADING,FSD,0,0,0,0,0,0
1,33,353,FADING,COM,0,0,0,0,0,0
1,34,157,FADING,TIT,0,0,0,0,0,0
1,34,157,FADING,PIC,0,0,0,0,0,0
1,34,157,FADING,MPC,0,0,0,0,0,0
1,34,157,FADING,MPO,0,0,0,0,0,0
1,34,157,FADING,FAC,0,0,0,0,0,0
1,34,157,FADING,COS,0,0,0,0,0,0
1,34,157,FADING,LOC,0,0,0,0,0,0
1,34,157,FADING,OBJ,0,0,0,0,0,0
1,34,157,FADING,ROM,0,0,0,0,0,0
1,34,157,FADING,SUR,0,0,0,0,0,0
1,34,157,FADING,FCT,0,0,0,0,0,0
1,34,157,FADING,FSD,0,0,0,0,0,0
1,34,157,FADING,COM,0,0,0,0,0,0
